Case #1: Impossible
13 18 124983
8 20 118317
26 24 203388
13 26 186944
3 14 17020
17 25 79733
25 27 22524
27 29 98427
Case #234: Impossible
Case #235: 198
10 29 101386
26 11 102780
18 12 200371
33 31 247612
8 11 211165
3 9 91821
10 21 151527
2 10 88334
21 2 136037
23 13 118208
31 28 290945
25 9 108560
34 2 40842
6 5 72068
12 1 250250
26 13 63000
12 25 204308
29 30 283120
11 15 153107
24 31 263125
8 25 160413
31 18 262836
7 2 138456
25 16 112847
32 20 56182
6 29 158679
16 8 202814
21 22 163113
22 6 138258
33 30 272359
14 19 141335
5 3 111880
11 30 186955
26 15 61406
7 18 150573
19 22 191168
19 34 192302
6 17 315530
11 32 104560
8 13 195492
28 21 171327
25 10 129186
14 20 126346
29 3 172053
20 10 151961
31 5 234356
27 33 53840
32 4 37988
31 19 275516
28 17 236526
34 3 132495
14 3 118118
24 16 120046
7 21 110355
26 4 36208
2 20 136471
20 28 136254
20 1 114380
25 6 170688
3 33 125136
21 12 244240
15 22 142994
12 26 190272
33 5 34902
2 12 203301
22 34 153394
25 19 159095
30 3 162069
20 13 117402
29 15 107283
21 13 116968
19 2 151460
4 15 71196
7 31 132689
30 10 181734
22 13 118549
17 8 307213
9 34 77264
3 31 122476
26 17 197829
21 4 90176
7 27 141054
31 27 253294
26 7 56387
12 9 166879
30 6 334731
12 14 140582
21 26 53968
25 20 112038
10 18 101523
24 9 154485
12 33 124799
1 21 110386
20 4 90610
28 13 59295
6 7 194161
6 13 151780
21 31 222618
27 23 132063
1 7 116365
20 29 84238
34 17 229446
5 14 117577
30 15 254803
34 6 240612
9 28 84344
17 3 192303
31 26 168650
32 29 127659
25 23 100813
26 18 94186
28 18 33734
17 9 152182
31 17 69827
22 3 165880
8 9 155031
19 4 143074
31 32 170430
27 32 86424
1 33 135380
12 31 221426
29 9 136360
10 23 211854
21 24 159246
12 22 225891
33 34 201873
29 24 234717
4 2 118277
5 28 74404
3 7 10213
4 18 119821
1 23 241186
28 8 138155
22 24 224984
29 28 52016
33 8 179993
18 16 98393
5 2 127702
34 24 108770
10 6 170797
34 13 159706
30 8 337447
29 21 178350
30 23 262522
2 22 112552
27 1 144622
26 1 59978
24 33 184240
16 10 112327
23 15 162612
24 28 231133
6 27 91006
26 9 45647
33 13 114588
16 2 96837
32 9 47427
25 18 57950
10 4 133767
28 23 76597
15 3 107580
9 6 163348
15 2 143475
13 4 26792
3 2 128243
14 28 110641
21 27 138612
27 28 55466
30 32 195177
16 9 60415
26 2 82069
10 32 99339
18 8 104421
19 15 164712
29 1 185857
17 5 243462
8 3 192586
32 19 105086
12 20 244674
5 22 66190
30 25 290976
31 10 221327
24 8 303885
14 29 127001
17 29 252886
2 29 172782
20 5 120108
3 12 236446
5 26 65706
6 32 139554
19 26 106866
13 3 109174
34 30 259680
24 1 165256
22 14 102427
16 13 77768
19 33 179539
14 26 71944
29 11 96165
Case #236: 445
39 20 13767
32 4 27949
27 6 126075
38 5 45261
7 28 103039
44 32 62210
39 34 174929
17 23 92161
4 29 115995
11 9 54201
28 33 158925
28 10 128952
4 12 80706
20 35 144926
14 35 52483
36 32 95258
2 15 122223
38 8 83745
18 32 76617
6 1 112492
35 37 76906
36 28 120552
15 42 37968
32 28 160166
11 28 105549
35 40 42577
37 21 64927
20 6 137622
8 1 87331
44 12 25404
18 3 171693
30 32 108517
15 41 124654
7 19 31347
7 5 29616
21 16 25811
31 28 124957
33 3 108460
43 1 95509
3 37 170336
32 34 146937
29 28 150820
6 40 164390
44 5 24533
31 6 102709
34 25 119379
25 5 50545
14 8 70115
35 13 129769
33 5 108180
35 33 119043
29 31 51051
14 6 95276
33 17 44956
40 20 170303
19 2 105293
16 1 53927
11 38 25645
41 32 97947
11 15 50787
30 28 159778
42 31 32227
26 36 99529
29 3 139243
34 23 118601
33 32 122397
2 24 140599
31 12 52405
17 41 9879
8 16 82573
33 16 86924
34 38 78480
26 21 101260
41 42 86686
8 11 58100
5 43 95728
6 33 57316
42 26 110288
10 14 50604
7 39 112941
16 37 39116
40 37 93537
32 13 144639
41 18 95867
14 17 81132
35 8 113852
24 3 81374
40 29 135531
3 2 113078
23 40 101250
5 35 75368
2 5 103562
12 6 62774
43 23 50615
10 2 81211
26 38 89945
34 24 169757
23 29 63278
43 16 100808
3 10 188282
36 41 75927
27 38 71135
13 18 79201
17 22 146939
20 41 129426
27 31 64898
8 3 147730
17 16 41968
7 43 66112
41 31 108461
41 26 43360
26 7 110145
20 27 126325
24 37 172109
40 41 160125
42 36 27822
26 37 114565
34 7 103104
44 8 63017
41 7 86543
24 13 34454
13 16 98539
1 14 43922
1 30 86136
29 1 77178
35 32 113045
1 18 38721
11 26 99922
5 17 86057
38 6 54940
35 22 118436
36 10 64044
2 27 110773
28 34 192701
42 28 92730
3 21 151031
6 8 106548
20 24 97430
42 39 113084
29 11 60457
43 9 122261
23 28 118536
39 25 133870
4 30 80568
2 18 64622
13 23 104022
13 25 120204
7 18 9324
6 4 142528
35 2 114425
6 13 138450
22 6 91747
40 25 88028
12 34 86314
4 27 77423
9 14 39510
2 36 110472
28 40 186678
17 26 33481
15 21 49449
34 8 130088
16 39 127414
19 23 46844
27 30 99719
9 29 106506
15 27 70639
29 2 26165
37 30 120494
18 22 63360
20 37 152763
9 42 64344
36 4 72574
34 2 29158
37 11 63589
26 19 121269
32 2 117779
32 25 98972
24 4 181247
41 25 109925
24 9 175596
42 10 36222
23 27 58477
13 27 117770
3 19 171040
35 29 93533
13 8 31902
38 35 84073
16 20 113647
11 18 22000
23 18 24821
30 44 61822
3 28 255242
40 22 160434
1 35 75149
19 8 76771
41 13 66450
31 44 27001
10 11 38589
7 32 67293
28 21 104211
21 5 18278
1 7 29397
18 25 41003
44 17 71581
44 23 20580
13 36 118093
20 21 87836
29 7 47781
13 44 93608
39 17 132997
21 36 39303
36 25 69810
31 9 76135
18 37 83136
17 4 116017
12 18 39811
17 25 100046
13 30 144231
20 32 156301
26 24 57544
30 21 55567
22 16 107380
1 4 81308
43 14 90803
12 29 78268
7 12 30487
18 8 77424
31 22 75954
30 9 106554
20 17 119547
39 9 154466
39 33 142518
12 28 123360
23 3 177866
16 7 34696
25 11 33605
17 1 74782
24 43 185474
26 27 94680
37 32 130939
30 8 112329
27 29 89156
42 4 73038
24 31 101061
38 36 66286
31 3 171817
7 11 12676
8 39 44841
34 9 156556
21 40 82467
28 44 97956
20 36 121476
14 2 98637
32 1 86524
42 38 38464
36 3 155300
3 12 131882
4 5 43279
28 1 111818
32 15 105404
8 25 89029
10 21 37251
8 33 97677
12 40 101616
34 33 33776
19 33 109911
13 5 106942
10 18 16589
21 11 1338
44 1 24314
16 32 91823
1 24 143813
18 36 47455
19 42 31490
12 14 32502
30 29 114686
22 42 82993
19 6 101932
28 2 163543
27 11 45490
33 22 101983
42 11 12819
4 33 94448
22 9 131409
30 12 74716
33 36 111004
34 6 23540
15 1 57056
38 17 56464
23 42 25806
30 42 67048
7 31 21918
7 35 45752
27 32 100107
22 20 171858
19 12 39158
19 44 26264
35 23 58673
33 42 88873
44 20 94091
18 40 97074
40 4 142148
7 21 11338
14 19 33362
42 5 29759
29 25 79460
29 18 38457
29 36 84307
39 27 112558
27 25 74659
27 44 37897
29 17 75739
25 43 97791
20 26 86066
23 25 47176
25 1 61076
36 39 107709
2 26 83055
35 31 63162
12 24 139655
14 40 69114
13 28 183001
1 27 13583
22 41 137060
33 29 30783
12 2 77535
19 4 45010
13 20 62976
29 15 96058
23 38 53818
3 16 131220
26 3 93742
27 3 150451
9 18 68049
9 2 127398
2 17 49574
35 36 83883
21 32 68465
37 6 108552
14 11 14691
31 25 53597
11 23 28173
44 9 59118
20 19 107845
38 1 57552
17 15 114775
16 12 6662
15 13 128239
10 24 126627
26 10 118880
26 32 121549
11 41 76320
3 35 199457
7 24 119362
33 44 83647
41 2 39695
20 2 133369
3 32 177320
2 8 102295
5 12 37427
13 38 113035
37 36 101777
34 3 92648
9 7 58725
2 38 85369
41 27 71078
25 19 52276
14 30 68920
28 25 134718
12 21 19149
25 35 71397
33 41 35077
38 44 33238
2 22 97365
14 25 18914
7 44 5083
22 24 173398
16 15 72807
13 21 88664
34 22 68207
23 7 15497
42 17 76807
33 38 89987
18 24 110038
4 34 118988
5 19 1731
34 42 113413
25 15 79956
44 36 33048
38 37 53612
8 20 31074
26 8 54992
24 25 117172
17 11 66441
42 12 30630
11 3 149693
44 42 5226
37 42 73955
4 2 89830
26 18 102291
32 14 81818
43 3 207504
42 24 124725
14 31 46609
31 26 89697
27 21 44152
42 40 93948
14 28 117564
32 17 88068
18 31 12594
21 9 52863
41 35 118128
19 9 67534
13 31 66607
30 40 136158
9 23 71646
11 16 24473
15 14 62802
21 25 32267
12 11 17811
3 38 124048
17 27 61199
24 6 150482
14 7 24691
25 42 41988
11 44 7593
10 22 46771
16 36 62661
42 14 24834
33 2 4618
9 40 29604
37 44 68729
3 6 69108
16 42 34839
42 13 90271
16 38 14496
9 37 63933
42 21 11481
4 8 118319
20 1 112742
44 16 29613
41 3 96987
39 30 137164
21 44 6255
24 5 137968
Case #237: 179
19 12 402881
26 25 296741
23 14 228766
1 7 198526
5 21 40439
3 2 43714
7 27 320646
3 17 244137
5 3 35915
10 3 66378
5 19 358123
26 13 112644
6 25 457255
6 10 325727
10 19 294919
20 21 183189
7 17 253476
22 17 174990
8 13 235829
3 18 127795
18 19 450003
16 14 259021
4 12 252184
5 27 162070
21 15 272782
23 17 277574
15 23 265467
15 17 308131
14 8 333215
18 20 162648
22 21 73671
18 26 198655
12 17 324810
26 9 154305
27 4 216559
21 1 152153
22 12 149820
14 19 493299
6 16 307917
26 14 121303
10 13 257804
9 12 174844
2 24 260024
23 21 186863
6 27 385504
15 12 351705
16 8 383465
2 26 195420
17 11 227363
23 11 108313
23 27 303924
17 13 115549
27 1 273784
22 18 196942
16 25 348324
19 26 467667
14 24 184375
24 25 177642
2 15 277240
16 1 99061
26 23 179477
20 3 187713
8 24 258271
11 7 159039
6 7 406165
3 24 216310
3 6 259349
10 21 61854
3 22 69147
23 19 504547
14 7 209158
13 3 212795
20 4 16202
3 1 147629
11 1 109841
17 20 192186
10 26 209036
8 21 339421
1 25 335398
14 5 250322
16 7 288129
19 22 303927
13 9 227342
14 4 101498
20 24 99079
11 24 134256
18 24 88515
15 6 443910
27 25 434350
13 11 111814
11 19 502112
16 5 73165
11 26 71184
12 23 263012
7 3 239561
15 7 213455
1 4 90866
26 6 318310
14 25 346030
20 15 121997
1 26 110671
21 2 48238
20 2 201159
15 16 295722
27 9 82032
4 6 338115
23 22 246916
12 10 147051
20 8 273911
14 10 266463
13 1 151301
3 9 94171
25 19 279705
17 19 366469
4 5 207426
10 15 303164
24 26 135086
16 2 92282
1 15 196661
3 27 126155
15 14 181301
18 12 208468
27 8 283076
27 14 318030
8 9 290774
7 10 296891
4 22 159524
24 10 280246
20 14 85296
21 4 166987
23 9 271940
24 27 325105
20 1 74664
4 13 92839
23 13 206926
21 14 209883
9 17 200014
16 3 48568
13 21 217319
11 10 216344
16 21 53092
12 11 289870
9 7 242160
25 7 322024
19 21 326732
3 4 171511
19 15 555734
25 21 398476
13 7 137927
26 12 232379
5 13 237392
12 16 129241
19 2 278494
20 26 36007
22 11 210903
15 26 125600
24 17 93107
1 9 225366
10 25 441901
20 7 123862
17 27 232003
23 5 218254
2 23 226053
13 15 198634
8 23 337388
6 19 179963
21 3 4524
27 20 232734
12 21 85197
5 25 380650
13 16 164227
22 9 25024
11 21 213721
10 20 181167
11 9 185879
4 8 257709
4 7 107660
9 14 235998
12 3 80673
Case #238: 7
7 6 65175
6 1 73212
1 2 58765
1 3 135620
1 4 860455
3 4 724835
5 7 272233
Case #239: 339
25 19 141756
18 8 100177
6 17 114092
21 36 40754
1 19 106601
18 11 61793
15 2 1659
29 21 3337
28 11 147578
5 31 56059
20 37 89076
32 29 83635
9 14 92995
34 28 31056
37 6 35696
7 16 58888
30 5 122033
28 32 63110
18 6 812
9 22 106100
33 14 51530
9 4 128456
4 31 127604
12 24 126950
8 32 128290
12 17 93080
21 6 68564
31 32 77788
20 29 34721
9 16 105060
31 29 73410
27 14 88885
17 27 119128
22 6 115135
20 27 104873
11 4 86274
6 13 83164
34 3 53435
10 28 146529
33 35 93975
24 29 82846
20 17 83697
32 12 120356
11 29 32080
27 22 152571
7 29 62263
14 15 55949
6 16 96025
15 29 37216
25 23 137951
23 17 72421
30 13 135445
4 13 124496
23 28 51663
24 36 56000
28 15 139020
37 17 110050
9 7 74540
31 15 84801
35 14 42445
36 29 37417
24 33 84137
24 6 95753
27 10 213983
1 22 121446
28 22 136290
4 27 124346
32 34 32054
20 35 58433
8 5 53113
15 17 86192
7 22 111671
30 27 174834
33 25 84623
4 21 83356
31 24 87570
27 1 85526
28 18 85785
35 30 128394
21 23 90973
26 35 104689
15 23 124852
36 37 84557
22 2 72687
12 1 5972
33 17 50267
14 18 83148
22 14 114356
10 22 220707
28 33 139727
33 31 84442
30 31 156758
29 4 80019
23 6 74524
6 3 91821
28 4 185141
20 19 27720
5 34 101793
31 28 76790
19 7 1645
9 1 84668
25 28 148400
26 29 115679
33 4 115035
32 19 23017
30 10 282108
6 9 9035
21 1 53413
25 8 159501
16 15 96878
25 11 142398
18 10 120940
5 21 20688
8 4 124658
35 37 77211
26 18 145392
16 13 12861
29 35 23712
3 15 97291
7 37 59711
32 37 66398
35 22 106131
17 29 48976
16 10 159524
9 20 92729
25 30 210607
23 2 123193
22 5 99770
21 10 140494
10 23 136080
31 19 75333
16 1 116939
14 10 125098
8 3 128494
34 25 117344
7 28 84482
30 26 220361
7 36 24846
34 9 62952
23 13 106517
1 29 50076
22 4 117149
9 12 78696
18 30 165753
3 5 88598
36 28 101882
7 4 100659
2 34 109623
18 17 113391
22 21 98960
33 34 108671
34 6 53917
26 25 225997
32 22 90299
7 30 181472
3 13 63077
23 29 87636
19 27 129142
23 34 20607
24 16 87537
35 15 35103
33 12 114367
4 26 152149
31 6 8183
8 14 89197
19 15 56183
22 20 130344
20 24 60519
2 7 56197
19 21 59104
26 23 198229
23 36 50219
35 11 21090
26 27 142433
1 25 127519
3 10 168908
24 37 76180
8 20 105185
31 36 98534
9 5 56911
25 12 121547
15 32 75910
35 25 121308
16 2 95219
32 24 9782
30 20 174105
34 26 177622
8 35 59474
19 14 43708
27 36 107569
23 30 190795
12 20 78825
33 32 76617
22 3 68918
22 12 115474
12 13 122832
33 22 96914
7 34 53426
32 7 21372
6 4 119421
21 3 74584
10 33 156124
20 10 141086
31 1 67450
22 26 180374
37 27 94684
32 9 93059
16 14 48130
13 21 75391
28 12 138268
20 33 67518
21 18 67752
7 17 65024
11 33 102343
19 11 92698
2 8 80196
28 35 126488
7 12 98984
23 22 84627
24 13 74676
30 1 89308
16 26 182542
14 3 88106
8 13 65417
31 17 115787
26 12 125081
33 5 87614
33 36 46837
17 8 106223
18 7 64693
17 26 146458
34 13 99210
29 12 44104
3 4 143412
14 1 68809
29 3 71247
23 12 127819
31 13 74981
5 4 71545
7 33 55488
20 36 50921
35 34 95432
27 31 108860
17 13 40806
8 7 106918
1 2 48759
34 12 107212
2 10 179388
5 6 47876
22 29 95623
27 33 72009
22 24 80517
19 3 44398
13 22 87453
24 26 135786
17 14 67709
16 5 84214
5 19 77969
2 12 42787
25 31 71610
24 30 186685
15 7 54538
10 34 115473
34 31 45734
20 31 91877
6 20 83694
3 26 124187
2 14 54290
26 15 106028
36 8 107881
3 37 87779
17 10 187469
1 5 32725
10 35 161643
1 11 47454
5 11 14729
14 29 18733
9 35 50550
27 13 81470
26 8 121983
35 1 39086
16 33 3400
13 36 56298
29 2 35557
24 27 152998
17 22 46647
8 11 38384
2 6 74959
3 25 157161
5 15 28742
13 20 75983
12 8 79866
12 5 26753
19 13 66594
11 2 41812
12 35 33114
2 27 79884
6 27 100677
12 18 70473
24 17 33870
7 13 64949
20 16 64118
4 12 87249
4 35 77906
23 19 73420
22 30 106168
35 27 59162
20 21 31384
35 5 6361
3 24 11599
21 33 66926
30 36 172821
33 8 74878
5 26 98328
14 13 59995
3 17 22271
20 14 15988
6 29 65227
37 1 89878
10 13 146663
27 11 67530
29 5 17351
33 30 125984
18 27 99865
12 6 69661
9 37 26661
6 35 41515
35 18 40703
25 13 94084
8 22 144862
5 27 52801
37 12 83906
2 4 44462
13 32 67156
5 2 27083
19 36 23201
16 36 43437
16 21 63526
11 26 83599
Case #240: 191
22 11 62303
26 31 78035
13 20 72694
11 27 179209
17 8 229300
11 9 367282
18 10 280146
14 13 185041
14 9 421877
11 23 197785
17 12 268397
6 15 127622
27 24 196160
30 20 107966
7 16 248426
26 13 100434
17 6 162788
24 4 152314
15 13 102996
7 24 64633
23 19 156800
1 4 115898
7 11 210316
1 19 9928
22 3 361499
8 12 368843
15 17 35166
3 13 344536
23 17 242204
19 29 164701
30 10 157839
18 29 281951
17 22 180631
5 9 396274
19 20 169358
16 29 254630
24 6 135433
18 1 127178
4 20 102837
13 2 232715
16 4 233140
20 18 257181
19 31 232945
13 24 95185
30 19 150147
26 1 187170
24 1 181921
6 21 9596
13 23 253464
11 16 103054
5 18 246175
17 29 182561
19 7 127216
17 4 179669
26 21 120588
10 16 226458
28 21 115636
5 4 36861
1 3 284903
10 2 115251
7 10 189466
28 2 41442
4 29 72637
7 30 150108
22 29 213879
30 21 31606
2 25 197813
27 9 447301
10 29 136242
15 3 313508
17 27 198347
8 30 107714
8 29 122268
3 4 202767
26 15 2562
29 24 155206
4 27 264684
20 10 231608
10 11 123404
22 28 111898
26 7 69882
17 13 122540
27 26 201409
20 24 97564
12 10 273473
25 24 222917
12 30 283694
23 24 214849
24 8 201945
10 28 73809
5 19 128925
12 14 425723
22 12 285071
1 29 154773
25 11 205966
25 7 272028
27 10 55805
22 21 166017
10 24 140355
29 12 358087
10 17 142542
8 2 171669
25 3 294227
5 15 107642
24 14 219122
18 26 164866
7 1 117288
16 30 179671
17 18 197470
20 9 309530
1 8 165529
20 25 314170
25 29 218804
11 17 118328
27 25 26757
9 30 401717
5 30 21222
21 3 195482
8 21 76108
18 11 173048
6 27 247803
18 9 341287
10 31 223639
6 19 108945
14 4 140273
13 21 149054
17 21 153192
18 14 333587
21 18 235791
3 2 291043
2 30 106399
9 1 384676
28 4 137499
16 28 152649
16 2 111207
28 15 103899
23 30 274402
5 2 85177
9 29 451242
31 4 219976
8 18 290888
3 14 309278
14 19 232337
1 16 142364
3 6 185886
24 15 7811
30 22 138920
15 29 147395
16 24 183793
3 29 241642
8 23 246154
28 9 317687
25 22 167335
25 18 347551
24 22 207986
30 14 164594
22 31 141260
25 23 302817
26 10 145604
27 1 242191
9 26 337270
4 30 53469
31 9 375139
2 1 172069
24 26 5249
8 31 251932
9 17 359376
5 21 10384
29 31 222868
8 6 66512
24 12 295752
26 11 150932
4 8 83393
19 17 210096
20 29 141712
22 1 101613
13 28 191273
12 6 302331
20 16 265735
31 30 204337
20 26 92315
3 11 299196
23 3 440440
27 3 267470
29 28 163498
17 14 246477
6 9 395486
1 17 209276
14 20 196631
2 19 162141
28 14 248624
Case #241: Impossible
Case #242: 204
3 13 148779
11 10 300220
21 14 55272
17 10 64940
23 26 97998
6 18 175225
2 16 182308
27 24 27336
1 3 133060
27 18 128363
18 3 218512
6 20 191738
11 21 208378
20 8 374024
8 26 226088
22 17 143224
27 6 86924
2 27 259486
5 19 52089
24 11 216566
4 24 144582
8 3 336544
13 9 336808
4 27 161395
24 1 70247
23 12 37833
26 2 225121
15 16 132629
8 13 224201
7 10 149469
1 19 31496
15 26 175442
7 14 74174
20 25 173703
16 22 85304
5 24 109683
2 15 49679
23 27 132363
16 4 83593
15 25 132060
9 23 305133
27 19 74407
4 18 184353
23 15 185946
5 21 21526
11 25 208367
5 15 83935
5 17 131648
5 26 102654
6 9 233706
22 23 122575
10 19 125038
13 11 247860
4 11 214065
17 18 141445
25 12 101215
3 12 168424
7 23 84065
25 21 36081
1 20 189478
12 21 101226
25 8 337851
11 16 199454
14 24 126452
23 24 105027
3 4 205315
8 22 243634
15 18 188792
19 11 177815
21 17 110122
7 19 49465
4 23 145898
8 12 286253
8 9 538631
16 7 27826
18 13 186993
17 15 177227
1 8 275803
16 25 27157
24 20 154965
7 3 122192
27 8 246395
20 27 147205
23 2 216599
1 6 44013
2 24 232150
26 20 147936
23 21 89473
17 16 101198
26 25 139324
17 12 126884
18 26 162728
25 14 55261
15 3 235755
1 4 118484
10 4 107848
7 21 54994
7 13 130662
20 3 237354
26 16 130411
10 16 121643
14 17 54850
2 10 62608
25 24 132295
9 10 282838
14 12 72034
11 22 178488
23 14 34201
18 14 187417
19 22 63665
1 22 32169
9 24 319572
9 14 270932
26 1 77276
4 25 92506
17 19 79559
21 27 104970
26 24 7029
14 27 99116
11 12 273512
23 19 58910
12 19 95697
11 9 370649
13 2 249386
16 13 125057
18 7 179119
3 24 117485
21 4 56425
12 7 46232
4 9 174990
4 6 74471
14 22 88374
7 9 258113
20 11 105214
18 2 139113
7 4 83123
5 16 48694
24 10 182632
26 22 45107
18 19 162708
24 22 38078
2 7 192365
19 9 246223
1 16 53135
12 18 222893
14 13 140846
22 18 139105
26 7 106397
13 27 58630
4 13 161818
18 5 149454
20 13 172201
5 9 209889
22 20 157947
4 19 86988
24 17 175181
14 6 37226
15 6 123507
6 3 159140
2 20 274002
7 6 36948
25 6 18035
27 16 96046
27 12 94530
21 16 27168
20 19 204255
14 11 202524
13 5 126919
22 21 94228
25 19 30552
6 19 12517
6 21 18046
21 9 215660
23 16 80549
15 7 142686
15 13 199707
14 3 189265
6 10 112521
15 4 118834
2 12 197792
13 12 84430
13 1 101541
10 20 211394
13 24 31294
12 24 67194
22 27 10742
18 10 76505
8 4 363641
1 11 146319
16 14 46348
20 23 235505
11 8 416162
20 12 208101
26 12 60165
3 27 90149
4 12 114287
13 10 199868
1 14 56205
14 19 24709
18 16 184347
26 4 137553
13 6 134179
24 8 219059
4 5 34899
Case #243: 30
16 4 333514
1 8 297453
13 6 254745
2 14 348733
15 5 147069
1 17 197909
13 5 493322
7 6 565086
7 10 394872
10 14 396002
8 3 263024
10 6 213681
11 14 215032
14 17 202740
18 2 811615
11 1 33905
6 4 403230
1 7 498411
6 1 389841
12 7 722122
2 17 237380
18 13 637048
6 2 429312
16 10 557153
7 15 669779
8 9 305570
2 11 343568
6 5 451570
18 3 838454
12 13 403961
Case #244: 11
7 5 169325
5 2 135491
6 5 118876
2 7 195110
1 7 451543
2 3 203567
4 2 80638
5 4 54853
3 6 168278
1 6 178656
5 3 68076
Case #245: 151
19 15 332421
1 35 251699
30 31 415766
29 7 392344
9 12 277591
33 8 199710
4 8 411029
4 5 154669
13 37 518642
14 20 293387
31 2 147477
33 36 322125
26 37 398081
23 6 373880
16 30 260709
1 10 386225
25 11 135610
28 32 90266
37 9 441993
10 9 421248
13 19 435767
2 17 99855
2 25 113710
38 16 324806
19 35 363681
5 3 380532
36 28 161267
25 34 215398
26 23 236510
14 23 139326
28 18 145789
20 5 340803
27 5 464645
10 13 315981
18 30 313077
35 18 93797
7 13 452413
22 26 350624
31 17 49034
28 24 209759
6 38 234829
27 37 514905
25 22 208456
22 12 272238
19 16 41327
17 15 170750
1 7 346548
33 34 209456
35 26 358033
10 22 531137
20 35 317794
29 15 135530
4 26 350177
28 21 246091
30 32 457704
13 11 156589
2 32 189415
1 23 30798
16 18 327318
4 3 486065
2 10 436391
29 20 242432
26 19 317694
4 7 574480
31 22 242223
22 32 284161
4 9 467694
7 10 572488
21 19 397558
23 20 380800
11 29 85123
18 33 116407
2 36 100854
32 23 170047
19 24 370724
12 23 158124
26 32 246995
17 1 49689
37 6 535451
16 22 159997
27 25 286702
27 15 346070
7 15 454976
25 5 333556
25 15 186017
10 29 209888
7 38 408267
20 9 453792
36 23 81486
1 9 279826
37 4 396575
1 27 223158
37 2 341913
7 9 180984
36 6 371276
38 29 15923
14 30 277524
5 36 472163
24 10 478593
4 27 309976
